neos10;cgl;0;0;-1246.1649214660;4.58
neos10;cgl;1;85;-1237.1630023663;6.29
neos10;cgl;2;134;-1232.9951067616;8.26
neos10;cgl;3;165;-1229.5024215791;10.30
neos10;cgl;4;208;-1227.5893083947;12.31
neos10;cgl;5;232;-1224.1368645215;14.30
neos10;cgl;6;303;-1222.5620284724;15.94
neos10;cgl;7;353;-1221.3551506896;18.05
neos10;cgl;8;435;-1220.9321935603;20.03
neos10;cgl;9;472;-1220.6876002803;24.68
neos10;cgl;10;486;-1220.6206089500;28.78
neos10;cgl;11;515;-1220.4911570373;32.97
neos10;cgl;12;545;-1220.4813268726;36.64
neos10;cgl;13;572;-1220.4761832046;40.28
neos10;cgl;14;573;-1220.4761832046;43.86
neos10;cgl;15;574;-1220.4083606229;47.83
neos10;cgl;16;578;-1220.4078739150;51.67
neos10;cgl;17;579;-1220.4059877899;55.43
neos10;cgl;18;579;-1220.4059877899;58.82
