neos10;cgl;0;0;-1246.1649214660;4.36
neos10;cgl;1;85;-1237.1630023663;6.03
neos10;cgl;2;134;-1232.9951067616;7.92
neos10;cgl;3;165;-1229.5024215791;9.87
neos10;cgl;4;208;-1227.5893083947;11.85
neos10;cgl;5;232;-1224.1368645215;13.73
neos10;cgl;6;303;-1222.5620284724;15.32
neos10;cgl;7;353;-1221.3551506896;17.30
neos10;cgl;8;435;-1220.9321935603;19.20
neos10;cgl;9;472;-1220.6876002803;23.72
neos10;cgl;10;486;-1220.6206089500;27.71
neos10;cgl;11;515;-1220.4911570373;31.79
neos10;cgl;12;545;-1220.4813268726;35.36
neos10;cgl;13;572;-1220.4761832046;39.18
neos10;cgl;14;573;-1220.4761832046;42.91
neos10;cgl;15;574;-1220.4083606229;46.95
neos10;cgl;16;578;-1220.4078739150;50.67
neos10;cgl;17;579;-1220.4059877899;54.45
neos10;cgl;18;579;-1220.4059877899;57.87
