neos-631694;cgl;0;0;46.2500000000;1.03;0;0
neos-631694;cgl;1;48;46.2500000000;1.31;0;0
neos-631694;cgl;2;108;46.2500000000;1.70;1;0
neos-631694;cgl;3;155;46.2500000000;2.07;2;0
neos-631694;cgl;4;205;46.2500000000;2.52;2;0
neos-631694;cgl;5;248;46.2500000000;2.92;2;0
neos-631694;cgl;6;298;46.2500000000;3.33;2;0
neos-631694;cgl;7;341;46.2500000000;3.77;2;0
neos-631694;cgl;8;375;46.2500000000;4.22;2;0
neos-631694;cgl;9;413;46.2500000000;4.63;2;0
neos-631694;cgl;10;452;46.2500000000;5.04;2;0
neos-631694;cgl;11;495;46.2500000000;5.54;2;0
neos-631694;cgl;12;544;46.2500000000;6.09;2;0
neos-631694;cgl;13;588;46.2500000000;6.65;2;0
neos-631694;cgl;14;636;46.2500000000;7.24;2;0
neos-631694;cgl;15;687;46.2500000000;7.83;2;0
neos-631694;cgl;16;736;46.2500000000;8.40;2;0
neos-631694;cgl;17;777;46.2500000000;8.68;2;0
neos-631694;cgl;18;812;46.2500000000;9.00;2;0
neos-631694;cgl;19;841;46.2500000000;9.33;2;0
neos-631694;cgl;20;877;46.2500000000;9.61;2;0
neos-631694;cgl;21;909;46.2500000000;9.92;2;0
neos-631694;cgl;22;955;46.2500000000;10.29;2;0
neos-631694;cgl;23;994;46.2500000000;10.58;2;0
neos-631694;cgl;24;1027;46.2500000000;10.88;2;0
neos-631694;cgl;25;1054;46.2500000000;11.19;2;0
neos-631694;cgl;26;1082;46.2500000000;11.46;2;0
neos-631694;cgl;27;1116;46.2500000000;11.74;2;0
neos-631694;cgl;28;1150;46.2500000000;12.02;2;0
neos-631694;cgl;29;1178;46.2500000000;12.25;2;0
neos-631694;cgl;30;1207;46.2500000000;12.50;2;0
neos-631694;cgl;31;1231;46.2500000000;12.76;2;0
neos-631694;cgl;32;1258;46.2500000000;12.99;2;0
neos-631694;cgl;33;1291;46.2500000000;13.21;2;0
neos-631694;cgl;34;1318;46.2500000000;13.46;2;0
neos-631694;cgl;35;1346;46.2500000000;13.75;2;0
neos-631694;cgl;36;1380;46.2500000000;14.04;2;0
neos-631694;cgl;37;1409;46.2500000000;14.30;2;0
neos-631694;cgl;38;1442;46.2500000000;14.60;2;0
neos-631694;cgl;39;1474;46.2500000000;14.90;2;0
neos-631694;cgl;40;1507;46.2500000000;15.17;2;0
neos-631694;cgl;41;1535;46.2500000000;15.45;2;0
neos-631694;cgl;42;1567;46.2500000000;15.74;2;0
neos-631694;cgl;43;1595;46.2500000000;16.01;2;0
neos-631694;cgl;44;1629;46.2500000000;16.31;2;0
neos-631694;cgl;45;1660;46.2500000000;16.60;2;0
neos-631694;cgl;46;1693;46.2500000000;16.89;2;0
neos-631694;cgl;47;1721;46.2500000000;17.14;2;0
neos-631694;cgl;48;1753;46.2500000000;17.42;2;0
neos-631694;cgl;49;1778;46.2500000000;17.68;2;0
neos-631694;cgl;50;1803;46.2500000000;17.95;2;0
neos-631694;cgl;51;1803;46.2500000000;17.95;2,0
